location,bath,balcony,price,bhk,sqft_area,price_per_sqft
jalahalli,2.0,2.0,55.0,2,905.0,6077.348066298343
jalahalli,2.0,0.0,70.0,2,1000.0,7000.0
jalahalli,1.0,1.0,46.0,1,615.0,7479.674796747968
jalahalli,2.0,3.0,102.0,3,1470.0,6938.775510204082
jalahalli,2.0,2.0,88.0,2,1244.0,7073.954983922829
jalahalli,2.0,1.0,98.49,2,1407.0,7000.0
jalahalli,2.0,1.0,66.0,1,1200.0,5500.0
jalahalli,2.0,1.0,76.77,2,1045.0,7346.411483253589
jalahalli,3.0,2.0,160.0,3,2086.0,7670.182166826462
jalahalli,2.0,2.0,68.0,2,1313.0,5178.979436405179
jalahalli east,1.0,2.0,40.0,1,750.0,5333.333333333333
jalahalli east,2.0,1.0,60.0,3,1260.0,4761.9047619047615
jalahalli east,2.0,1.0,58.0,2,1020.0,5686.274509803921
jalahalli east,2.0,1.0,63.0,3,1300.0,4846.153846153846
jalahalli east,2.0,1.0,52.0,2,1010.0,5148.514851485149
jalahalli east,2.0,1.0,52.0,2,1010.0,5148.514851485149
jigani,2.0,2.0,52.0,2,918.0,5664.488017429194
jigani,2.0,2.0,48.0,2,918.0,5228.75816993464
jigani,2.0,2.0,47.0,2,914.0,5142.231947483589
jigani,2.0,2.0,55.0,2,927.0,5933.117583603021
jigani,2.0,2.0,46.0,2,920.0,5000.0
jigani,4.0,1.0,130.0,3,2400.0,5416.666666666667
jigani,2.0,2.0,45.0,2,918.0,4901.9607843137255
jigani,2.0,2.0,63.2,2,918.0,6884.531590413943
jigani,2.0,2.0,43.0,2,933.0,4608.788853161844
jigani,2.0,2.0,55.0,2,918.0,5991.285403050109
jigani,3.0,2.0,149.0,3,2400.0,6208.333333333333
jigani,2.0,1.0,44.0,2,937.0,4695.837780149413
jigani,2.0,1.0,50.0,2,923.0,5417.118093174431
jigani,3.0,3.0,72.0,3,1221.0,5896.805896805897
jigani,2.0,1.0,49.0,2,918.0,5337.690631808279
jigani,2.0,2.0,49.0,2,914.0,5361.050328227571
jigani,2.0,2.0,50.0,2,918.0,5446.623093681917
jigani,3.0,2.0,65.0,3,1200.0,5416.666666666667
jigani,2.0,2.0,55.0,2,914.0,6017.505470459519
jigani,3.0,3.0,75.0,3,1221.0,6142.506142506142
jigani,3.0,3.0,70.0,3,1252.0,5591.054313099042
jigani,2.0,2.0,39.0,2,939.0,4153.35463258786
jigani,3.0,3.0,70.0,3,1221.0,5733.005733005733
jigani,2.0,2.0,48.0,2,943.0,5090.1378579003185
jigani,2.0,2.0,56.0,2,918.0,6100.217864923748
jigani,2.0,2.0,49.5,2,943.0,5249.204665959703
jp nagar,3.0,3.0,150.0,3,1850.0,8108.108108108108
jp nagar,2.0,1.0,35.0,2,1000.0,3500.0
jp nagar,2.0,2.0,70.0,2,1100.0,6363.636363636364
jp nagar,2.0,1.0,49.0,2,940.0,5212.765957446809
jp nagar,2.0,2.0,45.0,2,1078.0,4174.397031539888
jp nagar,1.0,1.0,44.0,1,1050.0,4190.476190476191
jp nagar,2.0,2.0,62.0,2,1200.0,5166.666666666667
jp nagar,2.0,1.0,90.87,2,1300.0,6990.0
jp nagar,2.0,1.0,85.4,3,1315.0,6494.296577946768
jp nagar,3.0,2.0,112.0,3,1690.0,6627.218934911242
jp nagar,1.0,1.0,52.5,1,750.0,7000.0
jp nagar,2.0,3.0,78.0,2,1200.0,6500.0
jp nagar,2.0,0.0,110.0,3,1850.0,5945.945945945946
jp nagar,2.0,1.0,45.0,2,1100.0,4090.909090909091
jp nagar,2.0,1.0,47.88,2,1197.0,4000.0
jp nagar,4.0,1.0,160.0,7,2700.0,5925.925925925926
jp nagar,2.0,1.0,45.0,2,820.0,5487.804878048781
jp nagar,3.0,1.0,123.0,3,1750.0,7028.571428571428
jp nagar,1.0,0.0,34.27,1,745.0,4600.000000000001
jp nagar,6.0,0.0,68.0,6,1800.0,3777.777777777778
jp nagar,2.0,2.0,90.0,2,1150.0,7826.086956521739
jp nagar,3.0,1.0,138.0,3,1960.0,7040.816326530612
jp nagar,2.0,0.0,87.0,4,1500.0,5800.0
jp nagar,2.0,2.0,60.0,2,1250.0,4800.0
jp nagar,2.0,2.0,39.98,2,1125.0,3553.7777777777774
jp nagar,3.0,3.0,196.0,3,2400.0,8166.666666666667
jp nagar,2.0,1.0,91.65,2,1300.0,7050.0
jp nagar,2.0,1.0,57.0,2,1107.0,5149.051490514905
jp nagar,2.0,2.0,93.0,2,1250.0,7440.0
jp nagar,2.0,1.0,108.0,3,1500.0,7200.0
jp nagar,2.0,1.0,99.0,2,1405.0,7046.26334519573
jp nagar,2.0,1.0,73.0,2,1157.0,6309.420916162489
jp nagar,2.0,1.0,44.0,2,1048.0,4198.473282442748
judicial layout,3.0,1.0,64.0,3,1300.0,4923.076923076923
judicial layout,3.0,3.0,162.0,3,2070.0,7826.086956521739
judicial layout,3.0,2.0,155.0,3,1700.0,9117.64705882353
judicial layout,2.0,1.0,53.0,3,1100.0,4818.181818181818
judicial layout,2.0,1.0,49.61,2,1165.0,4258.369098712446
judicial layout,4.0,0.0,700.0,5,5400.0,12962.962962962964
judicial layout,3.0,2.0,162.0,4,1500.0,10800.0
judicial layout,2.0,1.0,40.0,2,900.0,4444.444444444444
judicial layout,4.0,3.0,155.0,3,1989.0,7792.860734037205
kadubeesanahalli,3.0,3.0,70.0,3,1665.0,4204.204204204204
kadubeesanahalli,3.0,1.0,115.0,3,1532.0,7506.527415143603
kadubeesanahalli,2.0,2.0,66.0,3,1545.0,4271.844660194175
kadubeesanahalli,2.0,2.0,75.0,3,1424.0,5266.853932584269
kadubeesanahalli,2.0,2.0,93.0,2,1257.0,7398.568019093079
kadubeesanahalli,3.0,1.0,80.0,3,1365.0,5860.805860805861
kadubeesanahalli,2.0,1.0,105.0,2,1257.0,8353.221957040572
kadubeesanahalli,2.0,1.0,55.0,2,1184.0,4645.27027027027
kadubeesanahalli,2.0,3.0,55.0,2,1185.0,4641.350210970464
kadubeesanahalli,2.0,1.0,78.0,2,1140.0,6842.105263157895
kadugodi,3.0,3.0,91.45,3,1762.0,5190.124858115778
kadugodi,2.0,2.0,58.0,2,1198.0,4841.402337228715
kadugodi,4.0,3.0,127.0,3,1890.0,6719.576719576719
kadugodi,4.0,0.0,210.0,4,3750.0,5600.0
kadugodi,3.0,3.0,110.0,3,1762.0,6242.905788876277
kadugodi,3.0,0.0,108.0,3,1900.0,5684.210526315789
kadugodi,2.0,3.0,68.2,2,1314.0,5190.258751902587
kadugodi,2.0,1.0,45.0,2,1100.0,4090.909090909091
kadugodi,2.0,2.0,78.0,2,1314.0,5936.07305936073
kadugodi,3.0,3.0,112.0,3,1762.0,6356.413166855846
kadugodi,2.0,3.0,83.0,2,1314.0,6316.590563165905
kadugodi,2.0,2.0,78.0,3,1351.0,5773.501110288675
kadugodi,2.0,1.0,50.0,2,1010.0,4950.495049504951
kadugodi,4.0,3.0,125.0,3,1890.0,6613.756613756614
kadugodi,2.0,2.0,61.0,2,1152.0,5295.138888888889
kadugodi,2.0,2.0,56.0,2,1394.0,4017.2166427546626
kadugodi,3.0,3.0,112.0,3,1762.0,6356.413166855846
kadugodi,4.0,3.0,125.0,3,1890.0,6613.756613756614
kadugodi,2.0,1.0,65.0,2,1201.0,5412.156536219817
kadugodi,2.0,2.0,44.0,2,1088.0,4044.1176470588234
kadugodi,2.0,1.0,110.0,3,1875.0,5866.666666666667
kadugodi,3.0,3.0,109.0,3,1762.0,6186.152099886493
kadugodi,2.0,3.0,80.0,2,1314.0,6088.2800608828
kadugodi,2.0,3.0,60.0,2,1196.0,5016.722408026756
kaggadasapura,2.0,2.0,56.0,3,1280.0,4375.0
kaggadasapura,2.0,2.0,52.0,2,1275.0,4078.4313725490197
kaggadasapura,4.0,1.0,100.0,4,2150.0,4651.162790697675
kaggadasapura,2.0,3.0,42.0,2,1150.0,3652.1739130434785
kaggadasapura,2.0,3.0,53.0,2,1110.0,4774.774774774774
kaggadasapura,2.0,2.0,48.0,2,1060.0,4528.301886792453
kaggadasapura,2.0,2.0,42.0,2,1063.0,3951.081843838194
kaggadasapura,2.0,2.0,75.0,3,1470.0,5102.040816326531
kaggadasapura,2.0,2.0,48.0,2,1050.0,4571.428571428572
kaggadasapura,2.0,2.0,42.0,2,1132.0,3710.2473498233217
kaggadasapura,2.0,3.0,58.0,2,1100.0,5272.727272727273
kaggadasapura,2.0,2.0,50.0,2,1325.0,3773.5849056603774
kaggadasapura,2.0,2.0,53.0,2,1200.0,4416.666666666667
kaggadasapura,2.0,2.0,45.5,2,1035.0,4396.135265700483
kaggadasapura,1.0,0.0,50.0,2,1180.0,4237.28813559322
kaggadasapura,2.0,2.0,46.0,2,1140.0,4035.0877192982457
kaggadasapura,3.0,1.0,66.0,3,1340.0,4925.373134328358
kaggadasapura,3.0,0.0,75.0,3,1500.0,5000.0
kaggadasapura,2.0,3.0,43.0,2,1215.0,3539.0946502057614
kaggadasapura,2.0,2.0,48.0,2,1225.0,3918.3673469387754
kaggadasapura,3.0,0.0,75.0,3,1540.0,4870.12987012987
kaggadasapura,2.0,3.0,45.0,2,1240.0,3629.032258064516
kaggadasapura,2.0,3.0,72.0,3,1560.0,4615.384615384615
kaggadasapura,2.0,1.0,58.58,2,1240.0,4724.193548387097
kaggadasapura,2.0,2.0,43.0,2,1000.0,4300.0
kaggadasapura,2.0,2.0,48.0,2,1225.0,3918.3673469387754
kaggadasapura,2.0,1.0,45.0,2,960.0,4687.5
kaggadasapura,2.0,2.0,29.5,2,775.0,3806.451612903226
kaggadasapura,3.0,3.0,75.0,3,1455.0,5154.639175257732
kaggadasapura,2.0,2.0,55.0,2,1045.0,5263.1578947368425
kaggadasapura,3.0,3.0,70.0,3,1654.0,4232.1644498186215
kaggadasapura,2.0,3.0,40.0,2,1106.0,3616.6365280289333
kaggadasapura,2.0,2.0,70.0,3,1485.0,4713.804713804714
kaggadasapura,2.0,2.0,50.0,2,1175.0,4255.31914893617
kaggadasapura,2.0,1.0,39.5,2,1105.0,3574.660633484163
kaggadasapura,2.0,2.0,75.0,3,1500.0,5000.0
kaggadasapura,2.0,2.0,68.0,3,1400.0,4857.142857142857
kaggadasapura,2.0,2.0,45.0,2,1150.0,3913.0434782608695
kaggalipura,1.0,0.0,38.0,1,700.0,5428.571428571428
kaggalipura,1.0,0.0,36.0,1,700.0,5142.857142857143
kaggalipura,2.0,1.0,48.0,2,950.0,5052.631578947368
kaggalipura,2.0,1.0,60.0,2,1000.0,6000.0
kaggalipura,2.0,1.0,50.0,2,950.0,5263.1578947368425
kaggalipura,2.0,1.0,47.0,2,950.0,4947.368421052632
kaggalipura,2.0,1.0,62.0,3,1150.0,5391.304347826087
kaggalipura,1.0,0.0,35.0,1,700.0,5000.0
kaggalipura,2.0,1.0,45.0,2,950.0,4736.8421052631575
kaggalipura,2.0,1.0,60.0,2,950.0,6315.789473684211
kaikondrahalli,3.0,2.0,100.0,3,1645.0,6079.0273556231
kaikondrahalli,2.0,2.0,50.0,2,1115.0,4484.304932735426
kaikondrahalli,3.0,2.0,56.0,3,1220.0,4590.163934426229
kaikondrahalli,2.0,2.0,61.0,2,1300.0,4692.307692307692
kaikondrahalli,4.0,0.0,108.0,4,1700.0,6352.941176470588
kaikondrahalli,3.0,3.0,92.0,3,1342.0,6855.439642324888
kaikondrahalli,3.0,3.0,105.0,3,1605.0,6542.056074766355
kaikondrahalli,2.0,2.0,81.5,2,1253.0,6504.38946528332
kaikondrahalli,2.0,0.0,64.0,2,991.0,6458.123107971745
kaikondrahalli,2.0,1.0,78.0,2,1250.0,6240.0
kaikondrahalli,6.0,3.0,225.0,6,3381.0,6654.835847382431
kalena agrahara,2.0,2.0,50.0,2,1200.0,4166.666666666667
kalena agrahara,3.0,2.0,120.0,3,1804.0,6651.884700665189
kalena agrahara,2.0,1.0,70.0,3,1425.0,4912.2807017543855
kalena agrahara,2.0,2.0,76.0,2,1325.0,5735.8490566037735
kalena agrahara,2.0,3.0,85.0,3,1450.0,5862.068965517241
kalena agrahara,2.0,1.0,40.0,2,980.0,4081.6326530612246
kalena agrahara,2.0,3.0,52.0,2,1187.0,4380.791912384162
kalena agrahara,2.0,2.0,30.0,2,800.0,3750.0
kalena agrahara,3.0,2.0,78.0,3,1565.0,4984.025559105431
kalena agrahara,1.0,1.0,39.0,1,610.0,6393.44262295082
kalena agrahara,2.0,2.0,45.0,2,1040.0,4326.923076923077
kalena agrahara,3.0,3.0,100.0,3,1450.0,6896.551724137931
kalena agrahara,2.0,2.0,45.0,2,1200.0,3750.0
kalena agrahara,3.0,2.0,89.0,3,1902.0,4679.2849631966355
kalena agrahara,2.0,1.0,40.0,2,800.0,5000.0
kalena agrahara,2.0,3.0,48.0,2,1222.0,3927.986906710311
kalena agrahara,2.0,1.0,40.0,2,900.0,4444.444444444444
kalena agrahara,2.0,2.0,95.0,3,1837.0,5171.475231355471
kalena agrahara,3.0,2.0,78.0,3,1510.0,5165.562913907284
kalena agrahara,2.0,2.0,70.0,2,1354.0,5169.8670605613
kalena agrahara,3.0,2.0,70.0,2,1200.0,5833.333333333333
kalena agrahara,2.0,2.0,71.0,2,1354.0,5243.722304283604
kalkere,2.0,3.0,40.0,2,856.0,4672.897196261682
kalkere,2.0,2.0,48.0,2,925.0,5189.189189189189
kalkere,2.0,2.0,51.0,2,925.0,5513.513513513513
kalkere,2.0,1.0,54.0,2,1147.0,4707.933740191805
kalkere,2.0,3.0,42.0,2,925.0,4540.540540540541
kalkere,3.0,3.0,95.0,3,1850.0,5135.135135135135
kalkere,2.0,1.0,55.0,2,925.0,5945.945945945946
kalyan nagar,3.0,2.0,75.0,3,1375.0,5454.545454545455
kalyan nagar,2.0,0.0,39.0,2,820.0,4756.09756097561
kalyan nagar,5.0,3.0,300.0,4,3800.0,7894.736842105263
kalyan nagar,3.0,3.0,88.0,3,1640.0,5365.8536585365855
kalyan nagar,2.0,2.0,73.0,2,1080.0,6759.259259259259
kalyan nagar,3.0,2.0,150.0,4,2422.0,6193.228736581338
kalyan nagar,2.0,1.0,48.0,2,1280.0,3750.0
kalyan nagar,2.0,1.0,65.0,2,1198.0,5425.709515859767
kalyan nagar,2.0,2.0,65.0,2,1250.0,5200.0
kalyan nagar,2.0,1.0,60.0,2,1190.0,5042.016806722689
kalyan nagar,2.0,2.0,44.5,2,1086.0,4097.605893186003
kalyan nagar,4.0,1.0,165.0,3,2285.0,7221.006564551422
kalyan nagar,2.0,1.0,70.0,2,1100.0,6363.636363636364
kambipura,2.0,1.0,45.0,2,883.0,5096.262740656852
kambipura,2.0,1.0,56.0,3,1082.0,5175.6007393715345
kambipura,2.0,1.0,45.0,2,883.0,5096.262740656852
kambipura,2.0,1.0,39.0,2,883.0,4416.761041902605
kambipura,2.0,1.0,45.0,2,883.0,5096.262740656852
kambipura,2.0,1.0,39.0,2,883.0,4416.761041902605
kambipura,2.0,1.0,55.0,3,1082.0,5083.179297597043
kambipura,2.0,1.0,37.0,2,883.0,4190.260475651189
kambipura,2.0,1.0,44.0,2,883.0,4983.012457531144
kambipura,2.0,1.0,37.0,2,883.0,4190.260475651189
kambipura,2.0,1.0,39.0,2,883.0,4416.761041902605
kambipura,2.0,1.0,37.01,2,883.0,4191.392978482446
kambipura,2.0,1.0,39.0,2,883.0,4416.761041902605
kambipura,2.0,1.0,45.0,2,883.0,5096.262740656852
kambipura,2.0,1.0,39.0,2,883.0,4416.761041902605
kambipura,2.0,1.0,55.0,3,1082.0,5083.179297597043
kammanahalli,5.0,1.0,140.0,5,2845.0,4920.91388400703
kammanahalli,4.0,1.0,150.0,5,1666.0,9003.60144057623
kammanahalli,1.0,0.0,59.0,1,700.0,8428.57142857143
kammanahalli,2.0,2.0,80.0,2,1200.0,6666.666666666667
kammanahalli,2.0,1.0,60.0,2,1100.0,5454.545454545455
kammanahalli,1.0,1.0,81.0,2,1200.0,6750.0
kammanahalli,4.0,2.0,200.0,4,2900.0,6896.551724137931
kammanahalli,3.0,2.0,80.0,2,1200.0,6666.666666666667
kammasandra,3.0,2.0,65.0,3,1595.0,4075.2351097178685
kammasandra,2.0,2.0,24.5,2,810.0,3024.6913580246915
kammasandra,2.0,1.0,29.0,2,674.0,4302.670623145401
kammasandra,2.0,1.0,39.0,3,912.0,4276.315789473684
kammasandra,2.0,2.0,32.0,2,1156.0,2768.166089965398
kammasandra,2.0,1.0,24.0,2,870.0,2758.6206896551726
kammasandra,2.0,1.0,31.5,2,990.0,3181.818181818182
kammasandra,2.0,0.0,25.0,2,930.0,2688.1720430107525
kammasandra,2.0,2.0,25.79,2,992.0,2599.798387096774
kammasandra,1.0,2.0,25.75,2,1030.0,2500.0
kammasandra,2.0,2.0,37.0,2,1015.0,3645.320197044335
kammasandra,2.0,1.0,31.99,2,1080.0,2962.037037037037
kammasandra,2.0,2.0,60.0,2,1415.0,4240.282685512368
kammasandra,2.0,1.0,35.0,2,1057.0,3311.2582781456954
kammasandra,2.0,2.0,25.53,2,982.0,2599.79633401222
kammasandra,3.0,2.0,65.0,3,1500.0,4333.333333333333
kammasandra,2.0,1.0,40.5,2,985.0,4111.675126903553
kammasandra,2.0,2.0,35.0,2,940.0,3723.404255319149
kammasandra,1.0,1.0,18.5,1,610.0,3032.7868852459014
kanakapura,3.0,3.0,75.0,3,1419.0,5285.412262156448
kanakapura,1.0,1.0,36.0,1,711.0,5063.291139240507
kanakapura,1.0,1.0,38.0,1,711.0,5344.585091420535
kanakapura,2.0,1.0,46.0,2,929.0,4951.560818083961
kanakapura,1.0,1.0,30.0,1,551.0,5444.64609800363
kanakapura,2.0,1.0,42.83,2,1020.0,4199.019607843137
kanakapura,3.0,3.0,97.0,3,1699.0,5709.240729841083
kanakapura,2.0,1.0,45.2,2,1130.0,4000.0
kanakapura,3.0,1.0,75.0,3,1476.0,5081.30081300813
kanakapura,2.0,2.0,64.0,2,1295.0,4942.084942084942
kanakapura,2.0,1.0,46.39,2,1160.0,3999.137931034483
kanakapura,2.0,2.0,55.0,2,1277.0,4306.969459671104
kanakapura,2.0,1.0,59.0,2,1151.0,5125.977410947003
kanakapura,2.0,1.0,47.0,2,945.0,4973.544973544974
kanakapura,2.0,2.0,70.0,3,1254.0,5582.13716108453
kanakapura,3.0,1.0,121.0,3,2200.0,5500.0
kanakapura,2.0,2.0,65.0,2,1340.0,4850.746268656716
kanakapura,3.0,1.0,75.0,3,1450.0,5172.413793103448
kanakapura,2.0,1.0,45.2,2,1130.0,4000.0
kanakapura,2.0,2.0,68.0,2,1283.0,5300.077942322681
kanakapura,4.0,0.0,120.0,4,2130.0,5633.802816901409
kanakapura,1.0,1.0,50.0,1,938.0,5330.490405117271
kanakapura,2.0,1.0,70.0,3,1489.0,4701.141705842848
kanakapura,2.0,1.0,69.5,3,1477.0,4705.484089370345
kanakpura road,3.0,2.0,88.0,3,1665.0,5285.285285285286
kanakpura road,2.0,1.0,57.0,2,950.0,6000.0
kanakpura road,4.0,1.0,110.0,4,2250.0,4888.888888888889
kanakpura road,1.0,1.0,26.0,1,525.0,4952.380952380952
kanakpura road,1.0,1.0,27.25,1,525.0,5190.476190476191
kanakpura road,2.0,1.0,58.0,3,1100.0,5272.727272727273
kanakpura road,1.0,1.0,30.0,1,525.0,5714.285714285715
kanakpura road,2.0,3.0,75.0,2,1339.0,5601.194921583271
kanakpura road,3.0,2.0,58.0,3,1100.0,5272.727272727273
kanakpura road,1.0,1.0,26.0,1,525.0,4952.380952380952
kanakpura road,3.0,2.0,95.84,3,1843.0,5200.217037438958
kanakpura road,2.0,3.0,74.0,2,1290.0,5736.434108527132
kanakpura road,3.0,2.0,86.58,3,1665.0,5200.0
kanakpura road,2.0,3.0,85.0,3,1542.0,5512.321660181582
kanakpura road,2.0,3.0,69.0,3,1300.0,5307.692307692308
kanakpura road,2.0,2.0,90.0,2,1495.0,6020.066889632107
kanakpura road,3.0,0.0,92.0,3,1560.0,5897.4358974358975
kanakpura road,2.0,2.0,75.0,3,1420.0,5281.69014084507
kanakpura road,3.0,2.0,95.84,3,1843.0,5200.217037438958
kanakpura road,3.0,2.0,97.0,3,1500.0,6466.666666666667
kanakpura road,3.0,1.0,76.85,2,1366.0,5625.915080527086
kanakpura road,1.0,1.0,25.0,1,525.0,4761.9047619047615
kanakpura road,3.0,2.0,136.0,3,2265.0,6004.415011037528
kanakpura road,3.0,2.0,130.0,3,2200.0,5909.090909090909
kanakpura road,1.0,1.0,30.0,1,525.0,5714.285714285715
kanakpura road,2.0,2.0,56.74,2,1051.0,5398.667935299714
kanakpura road,1.0,1.0,30.0,1,525.0,5714.285714285715
kanakpura road,3.0,2.0,69.0,3,1300.0,5307.692307692308
kanakpura road,2.0,1.0,40.0,2,700.0,5714.285714285715
kanakpura road,3.0,3.0,88.0,3,1700.0,5176.470588235294
kanakpura road,3.0,1.0,165.0,4,2775.0,5945.945945945946
kanakpura road,3.0,1.0,99.0,3,1900.0,5210.526315789473
kanakpura road,2.0,3.0,80.0,2,1290.0,6201.550387596899
kanakpura road,3.0,2.0,113.0,3,1868.0,6049.250535331906
kanakpura road,2.0,1.0,83.0,2,1366.0,6076.134699853587
kanakpura road,2.0,1.0,40.0,2,700.0,5714.285714285715
kanakpura road,2.0,2.0,71.5,2,1339.0,5339.805825242718
kanakpura road,1.0,1.0,35.0,1,670.0,5223.880597014925
kanakpura road,1.0,1.0,30.0,1,525.0,5714.285714285715
kanakpura road,3.0,2.0,95.0,3,1498.0,6341.789052069425
kanakpura road,3.0,2.0,86.91,3,1665.0,5219.81981981982
kanakpura road,3.0,2.0,86.58,3,1665.0,5200.0
kanakpura road,1.0,1.0,38.44,1,712.0,5398.876404494382
kanakpura road,2.0,3.0,95.0,3,1507.0,6303.9150630391505
kanakpura road,2.0,2.0,85.0,2,1339.0,6348.020911127707
kanakpura road,1.0,1.0,27.0,1,525.0,5142.857142857143
kanakpura road,1.0,1.0,27.5,1,525.0,5238.0952380952385
kanakpura road,1.0,1.0,26.25,1,525.0,5000.0
kanakpura road,1.0,1.0,26.0,1,525.0,4952.380952380952
kanakpura road,2.0,1.0,59.0,3,1050.0,5619.047619047619
kanakpura road,3.0,3.0,90.0,3,1600.0,5625.0
kanakpura road,3.0,2.0,56.57,3,1100.0,5142.727272727273
kanakpura road,3.0,2.0,96.2,3,1843.0,5219.750406945198
kanakpura road,2.0,2.0,65.0,2,1240.0,5241.935483870968
kanakpura road,2.0,1.0,41.0,2,700.0,5857.142857142857
kanakpura road,1.0,1.0,41.0,2,700.0,5857.142857142857
kanakpura road,3.0,1.0,58.0,3,1100.0,5272.727272727273
kanakpura road,2.0,1.0,65.0,2,1140.0,5701.754385964912
kanakpura road,2.0,1.0,40.0,2,700.0,5714.285714285715
kanakpura road,1.0,1.0,26.01,1,525.0,4954.285714285715
kanakpura road,2.0,3.0,70.0,2,1322.0,5295.00756429652
kanakpura road,2.0,1.0,105.0,2,1698.0,6183.745583038869
kanakpura road,3.0,2.0,69.0,3,1300.0,5307.692307692308
kanakpura road,3.0,1.0,69.0,3,1300.0,5307.692307692308
kanakpura road,2.0,1.0,63.0,2,1167.0,5398.457583547558
kanakpura road,3.0,1.0,69.0,3,1300.0,5307.692307692308
kanakpura road,2.0,2.0,78.0,2,1430.0,5454.545454545455
kanakpura road,3.0,2.0,58.0,3,1100.0,5272.727272727273
kanakpura road,2.0,3.0,69.0,3,1300.0,5307.692307692308
kanakpura road,3.0,3.0,105.0,3,2000.0,5250.0
kanakpura road,3.0,2.0,95.0,3,1843.0,5154.639175257732
kanakpura road,1.0,1.0,37.32,1,850.0,4390.588235294118
kanakpura road,1.0,1.0,30.0,1,525.0,5714.285714285715
kanakpura road,3.0,3.0,105.0,3,1938.0,5417.956656346749
kanakpura road,3.0,2.0,96.2,3,1843.0,5219.750406945198
kanakpura road,1.0,1.0,26.0,1,525.0,4952.380952380952
kanakpura road,3.0,0.0,95.0,3,1622.0,5856.966707768187
kannamangala,2.0,1.0,58.0,2,957.0,6060.606060606061
kannamangala,2.0,1.0,56.0,2,957.0,5851.619644723093
kannamangala,4.0,0.0,200.0,4,3000.0,6666.666666666667
kannamangala,3.0,1.0,89.0,3,1536.0,5794.270833333333
kannamangala,4.0,1.0,130.0,4,2400.0,5416.666666666667
kannamangala,3.0,1.0,93.34,3,1574.0,5930.114358322745
kannamangala,2.0,0.0,52.5,2,957.0,5485.8934169279
kannamangala,3.0,1.0,104.0,3,1536.0,6770.833333333333
kannamangala,2.0,2.0,54.5,2,957.0,5694.879832810867
kannamangala,4.0,3.0,135.0,4,2422.0,5573.905862923204
kannamangala,2.0,1.0,55.0,2,957.0,5747.126436781609
kannamangala,2.0,2.0,56.0,2,957.0,5851.619644723093
karuna nagar,3.0,2.0,180.0,3,2500.0,7200.0
karuna nagar,3.0,2.0,190.0,3,2500.0,7600.0
karuna nagar,3.0,2.0,175.0,3,1962.0,8919.469928644241
karuna nagar,2.0,1.0,65.0,2,1057.0,6149.479659413434
karuna nagar,2.0,1.0,98.0,3,1354.0,7237.81388478582
karuna nagar,3.0,3.0,115.0,3,1945.0,5912.596401028278
karuna nagar,3.0,2.0,165.0,3,1960.0,8418.367346938776
kasavanhalli,2.0,2.0,58.06,2,1060.0,5477.358490566037
kasavanhalli,3.0,1.0,105.0,3,1563.05,6717.635392341896
kasavanhalli,3.0,3.0,99.0,3,1717.0,5765.87070471753
kasavanhalli,4.0,1.0,240.0,4,3260.0,7361.963190184049
kasavanhalli,2.0,2.0,78.0,2,1349.0,5782.060785767235
kasavanhalli,2.0,2.0,78.0,2,1121.0,6958.07314897413
kasavanhalli,2.0,1.0,50.0,2,1100.0,4545.454545454545
kasavanhalli,2.0,1.0,78.0,2,1200.0,6500.0
kasavanhalli,3.0,0.0,89.0,3,1476.0,6029.810298102981
kasavanhalli,2.0,2.0,50.0,2,1200.0,4166.666666666667
kasavanhalli,3.0,2.0,116.0,3,1719.0,6748.109365910413
kasavanhalli,2.0,2.0,50.0,2,1115.0,4484.304932735426
kasavanhalli,2.0,1.0,61.2,2,1125.0,5440.0
kasavanhalli,3.0,2.0,151.0,3,2170.0,6958.52534562212
kasavanhalli,3.0,1.0,95.0,3,1476.0,6436.314363143631
kasavanhalli,2.0,1.0,50.3,2,1200.0,4191.666666666667
kasavanhalli,3.0,2.0,123.0,3,1787.0,6883.044208170118
kasavanhalli,2.0,2.0,59.8,2,1090.0,5486.238532110092
kasavanhalli,3.0,2.0,104.0,3,1691.0,6150.206978119456
kasavanhalli,4.0,3.0,272.0,4,4260.0,6384.976525821597
kasavanhalli,4.0,3.0,120.0,3,2111.0,5684.509711037423
kasavanhalli,2.0,1.0,39.0,2,950.0,4105.263157894737
kasavanhalli,1.0,1.0,43.82,1,770.0,5690.909090909091
kasavanhalli,2.0,1.0,60.0,2,1147.0,5231.037489102006
kasavanhalli,2.0,2.0,72.0,2,1375.0,5236.363636363636
kasavanhalli,2.0,2.0,60.0,2,1200.0,5000.0
kasavanhalli,4.0,2.0,333.0,4,4260.0,7816.901408450704
kasavanhalli,2.0,2.0,83.0,2,1495.0,5551.8394648829435
kasavanhalli,4.0,2.0,325.0,4,4000.0,8125.0
kasavanhalli,2.0,1.0,69.0,3,1225.0,5632.65306122449
kasavanhalli,3.0,2.0,132.0,3,1917.0,6885.758998435055
kasavanhalli,2.0,1.0,78.0,2,1375.0,5672.727272727273
kasavanhalli,4.0,2.0,344.0,4,4408.0,7803.992740471869
kasavanhalli,2.0,2.0,95.0,2,1309.0,7257.448433919022
kasavanhalli,3.0,0.0,105.0,3,1476.0,7113.821138211382
kasavanhalli,2.0,2.0,67.0,2,1158.0,5785.837651122625
kasavanhalli,2.0,3.0,67.0,2,1214.0,5518.945634266886
